14190,14190,20737,49533,59918,61879,78244,78075,88378,92225,92225,79167,79336,91487,1.0251e+05,1.0165e+05,1.0165e+05,1.0165e+05
11578,11578,30593,43479,51414,62467,70979,71323,74796,74819,74819,76118,79322,78545,83605,87326,87326,87326
