0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.924
0,0,0,0,0,0,0,0,0,0,0,0,0.075773,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,-0.52128,0,-1.1446,0,0,0,0,0,2,1.5613,0.56527
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2417,0,-1.2303,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.32531,0.071692,0,0,-0.2117,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1.2235,0,0,0,0,0,0.5975,0,0.75124,0,1.1511
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.024304,0,0.15549,-0.47346
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.15963
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0888
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4931
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,-1.6677,0,0.24743,0,1.3338,-1.4559,-0.17805
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.2285,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63672,0,-1.5381,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82336,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66748,0,0,0,0,0,-0.51916
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2513,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21632,-1.3307,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67699,0,0,1.1683
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73025,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.18959,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76613,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27333
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
