0,0,0,0,0,0,0,0,0,0,0,-0.54034,0,-1.9367,0
0,0,0,0,0,0,0,0,0,0,0,-0.254,0,-1.7533,0
0,0,0,0,0,0,0,0,0,0,0,0,0.31017,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.86322,0.54716,0
0,0,0,0,0,0,0,0,0,0,0,0,1.007,-1.0274,-1.0853
0,0,0,0,0,0,0,0,0,0,0,0,0,-0.073475,0
0,0,0,0,0,0,0,0,0,0,0,0.48173,1.254,-0.56068,0
0,0,0,0,0,0,0,0,0,0,0,-0.68892,0,0.48275,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,0.39474,-1.1865
0,0,0,0,0,0,0,0,0,0,0,0,0,1.3451,0
0,0,0,0,0,0,0,0,0,0,0,0,0,-0.79555,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.44207
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
