0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.80464,0,-2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,-1.0922,0,0,0,0,0.65969
0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.14303,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26269,-0.79941,0.96283
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67326,0,0.14125
0,0,0,0,0,0,0,0,0,0,0,0.92894,0,0,0,0,-2
0,0,0,0,0,0,0,0,0,0,0,-0.91214,0,0,1.5361,0,0
0,0,0,0,0,0,0,0,0,0,0,0.38576,0,0,0,0,-1.7337
0,0,0,0,0,0,0,0,0,0,0,-2,0.36006,0,0,0,0.46911
0,0,0,0,0,0,0,0,0,0,0,0,0,1.0473,-0.54744,-0.79278,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.60184,-1.3166,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45582
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
