0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,-0.34598,0,0,-0.7101,0,-2,0,0,0,0,0,1.2347,-2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.86751,0,0,0,0,0,0,0,0,1.8238,2
0,0,0,0,0,0,0,0,0,0,0,0,1.8163,0,0,0,0,0,0.80298,0,0,0,0,0,0,-0.78987,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,-0.20293,0,0,0,0,0,0,0,0,0,0,0,0,-0.44979,0,0,0,-1.8284
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66407,2,0,0,-1.2389,0,0,0,0,-1.1176,0,0,0,0,0,-0.38662,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.26081,-0.19142,0,0,0,-2,0,0,0,0,0,0.51273,0.50246
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8728,0,0,0,0,0,0,0,0,-0.91171,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5799,0,0,0,0,0,0,0,0,0,0,0,-0.83144
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-1.1665
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.22735,0,0,0,0,1.4775,0,0,0,0,0,0,0,0.50083
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3237,0,0,0,0,0,0,0,0,0,0,0,-0.64574,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30988,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17634,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2858,0,0,0,0,0,0,0,0,0,1.8297
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1133,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.17397,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99549,0,-2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8715,-0.66275,0,0,0,0,0,0,-1.723,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.66239,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2865,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0.16148,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.53642,-1.0035,1.1487,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.26066,-1.1768,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19953
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.54391,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.41892,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7343,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.35843
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
