0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8083
0,0,0,0,0,0,0,0,0,0,0,2,1.8711,0,0,-0.71435,0,0,0,0,0,0.065964
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.31208
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0374
0,0,0,0,0,0,0,0,0,0,0,0,0,0.86757,1.4819,0,2,0,-0.65005,0,0.94967,-1.3342
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6674,0,0,0,0,0,1.1893
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-0.86711,1.6586,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43778,0,0,0,0,0,-1.4989
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-1.6248
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.413,0.56239
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28776,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.51131,0,0,-1.7485,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9422,0,0,0,1.2555
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.58985,0.19582,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.67577,0,0.16302
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.41449,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021042
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
