0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0942,0.49987,-2
0,0,0,0,0,0,0,0,0,0,0,0,0,-0.63593,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,-0.23235,0,0,-0.39773,0,-2,0,0,0.95298,-0.77677
0,0,0,0,0,0,0,0,0,0,0,0,-2,1.1247,0,0,0,0.5627,-0.50916,0.63756,-1.2532
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5234
0,0,0,0,0,0,0,0,0,0,0,0,-1.8593,0.47729,0,0,0,0,0,0,-1.9463
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5647,-0.40393
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.55316,0,0,0,0,0.94061,-1.5624
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1803,-0.26424,0.17781
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.2599
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8429,0,0,0,0,-0.0054916
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8126,0,1.3077,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5822,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0364,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20806,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.2101,-0.52884,-1.6937,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98137,-0.50848,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6078,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.7758
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
