2.2204e-16,8610.1,15387,37151,37151,66088,74345,74345,74012,77771,87139,21833,29515,61433,71891,71891,77871,77826
2785.5,8297.4,17149,40812,40812,70767,82814,82814,83332,83859,85494,22843,30799,54408,63701,63701,75989,75990
