0,0,0,0,0,0,0,0,0,0,0,0,0,-0.90099,0
0,0,0,0,0,0,0,0,0,0,0,0,0.50292,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81225
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.70961
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.16873
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4788
0,0,0,0,0,0,0,0,0,0,0,0,0,-1.3243,-1.927
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12458
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61911
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.47945
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71955
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
