30863,30863,30975,30975,38739,38739,63002,63002,63002,64334,64334,64334,77418,77418,77418,77418,78178,78178
8206.5,8206.5,8164.9,8164.9,31377,31377,59767,59767,59767,62181,62181,62181,61909,61909,61909,61909,62188,62188
