0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,-0.24134,0,0,0.077567
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,-1.7116,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99687
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.79447
0,0,0,0,0,0,0,0,0,0,0,-0.028654,0,0,-1.9931
0,0,0,0,0,0,0,0,0,0,0,1.7643,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.01668,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.7449
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2336
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23202
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
