2.2204e-16,2.2204e-16,2.2204e-16,26919,13802,13802,13865,13865,13842,18211,18211,82037,88232,94342,94342,94342,94342,94494,96444
3716.2,5082,7708.9,11490,11566,11566,13678,13678,13684,18141,18141,62946,67322,73966,73966,73966,73966,78667,80179
