4366,4366,10292,8985.3,11007,11007,23739,29731,29731,38254,38254,38254,38254,38833,38833,38833,41281,41281,65338,74596,74596,74596,74596,74596
3758.2,3758.2,6287.9,11519,14988,14988,25148,31568,31568,41778,41778,41778,41778,44202,44202,44202,45930,45989,48230,66624,66624,66624,66624,66624
