7592.2,7592.2,7592.2,2.2204e-16,2.2204e-16,61023,73006,73006,73105,74350,74896,74679,75064,63457,63457,63489
14424,14424,14424,16740,17971,45955,56296,56296,57707,59507,59684,59716,59740,83679,83679,83723
