0,0,0,1.5,0
0.1,0.15,18.669,1.6327,0.093344
0.2,0.31327,37.823,1.7566,0.095769
0.3,0.48893,57.337,1.8728,0.097574
0.4,0.67621,77.126,1.982,0.098945
0.5,0.87441,97.128,2.0851,0.10001
0.6,1.0829,117.3,2.1827,0.10084
0.7,1.3012,143.41,2.2098,0.13056
0.8,1.5222,169.57,2.2353,0.13079
0.9,1.7457,195.77,2.2592,0.13101
1,1.9716,222.01,2.2818,0.13121
1.1,2.1998,248.29,2.303,0.13141
1.2,2.4301,272.75,2.379,0.12227
1.3,2.668,297.28,2.4508,0.12267
1.4,2.9131,321.89,2.5188,0.12302
1.5,3.165,346.55,2.5834,0.12332
1.6,3.4233,367.29,2.5603,0.10368
1.7,3.6793,388.03,2.5383,0.10372
1.8,3.9332,408.78,2.5173,0.10376
1.9,4.1849,429.54,2.4973,0.1038
2,4.4346,442.07,2.4918,0.062622
2.1,4.6838,454.61,2.4865,0.062703
2.2,4.9324,467.17,2.4814,0.062784
2.3,5.1806,479.74,2.4766,0.062866
2.4,5.4282,494,2.572,0.071329
2.5,5.6855,508.34,2.6644,0.071695
2.6,5.9519,522.75,2.7539,0.072012
2.7,6.2273,537.2,2.8407,0.072291
2.8,6.5114,565.72,2.821,0.14259
2.9,6.7935,594.26,2.8023,0.14267
3,7.0737,622.81,2.7847,0.14275
3.1,7.3522,639.93,2.7594,0.085629
3.2,7.6281,657.07,2.7351,0.085695
3.3,7.9016,674.22,2.7118,0.085759
3.4,8.1728,691.39,2.6893,0.085821
3.5,8.4417,707.4,2.748,0.08006
3.6,8.7165,723.45,2.8047,0.080278
3.7,8.997,739.55,2.8597,0.080483
3.8,9.283,755.69,2.913,0.080677
3.9,9.5743,777.16,2.9014,0.10738
4,9.8644,798.66,2.8903,0.10748
4.1,10.153,820.17,2.8797,0.10757
4.2,10.441,839.85,2.9331,0.098388
4.3,10.735,859.56,2.9846,0.098571
4.4,11.033,879.31,3.0344,0.098747
4.5,11.337,906.74,3.0278,0.13712
4.6,11.639,934.18,3.0216,0.13723
4.7,11.942,961.65,3.0158,0.13735
4.8,12.243,989.15,3.0103,0.13746
4.9,12.544,1006.2,3.0443,0.085436
5,12.849,1023.4,3.0773,0.085589
5.1,13.156,1040.5,3.1093,0.085741
5.2,13.467,1067.7,3.127,0.13596
5.3,13.78,1094.9,3.144,0.13609
5.4,14.094,1122.2,3.1604,0.13623
5.5,14.41,1143.9,3.1879,0.10885
5.6,14.729,1165.7,3.2145,0.10899
5.7,15.051,1187.5,3.2402,0.10914
5.8,15.375,1216.2,3.2611,0.14303
5.9,15.701,1244.8,3.2813,0.14317
6,16.029,1273.5,3.3007,0.14331
6.1,16.359,1301.6,3.3157,0.14055
6.2,16.691,1329.7,3.3303,0.14069
6.3,17.024,1357.9,3.3443,0.14082
6.4,17.358,1383.5,3.324,0.12833
6.5,17.69,1409.2,3.3046,0.12845
6.6,18.021,1434.9,3.2861,0.12857
6.7,18.349,1455.1,3.3411,0.10097
6.8,18.684,1475.4,3.3943,0.10114
6.9,19.023,1495.6,3.4459,0.1013
7,19.368,1526,3.4614,0.15203
7.1,19.714,1556.5,3.4764,0.15218
7.2,20.061,1586.9,3.4908,0.15232
7.3,20.41,1614.1,3.4806,0.13599
7.4,20.759,1641.3,3.4709,0.13613
7.5,21.106,1668.6,3.4617,0.13626
7.6,21.452,1694.3,3.5004,0.12878
7.7,21.802,1720.1,3.5378,0.12893
7.8,22.156,1746,3.5738,0.12908
7.9,22.513,1777.2,3.6045,0.15621
8,22.873,1808.5,3.634,0.15636
8.1,23.237,1839.8,3.6624,0.15651
8.2,23.603,1870.3,3.5929,0.15292
8.3,23.962,1901,3.5263,0.15304
8.4,24.315,1931.6,3.4625,0.15316
8.5,24.661,1948.5,3.5008,0.084375
8.6,25.011,1965.4,3.5381,0.084528
8.7,25.365,1991,3.5544,0.12827
8.8,25.721,2016.7,3.5702,0.12841
8.9,26.078,2042.4,3.5855,0.12856
9,26.436,2068.1,3.5286,0.12837
9.1,26.789,2093.8,3.4738,0.12849
9.2,27.136,2119.5,3.4212,0.1286
9.3,27.479,2138,3.4594,0.092289
9.4,27.824,2156.5,3.4965,0.092442
9.5,28.174,2175,3.5325,0.092594
9.6,28.527,2201.2,3.4953,0.13117
9.7,28.877,2227.5,3.4596,0.1313
9.8,29.223,2253.8,3.4253,0.13142
9.9,29.565,2272.4,3.424,0.093475
10,29.908,2291.2,3.4227,0.09361
10.1,30.25,2309.9,3.4216,0.093744
10.2,30.592,2330.7,3.4596,0.10393
10.3,30.938,2351.5,3.4965,0.10408
10.4,31.288,2372.4,3.5322,0.10423
10.5,31.641,2406.4,3.5397,0.17008
10.6,31.995,2440.4,3.547,0.17022
10.7,32.35,2474.5,3.554,0.17036
10.8,32.705,2502.7,3.5175,0.14082
10.9,33.057,2530.9,3.4826,0.14095
11,33.405,2547.6,3.4888,0.083727
11.1,33.754,2564.4,3.495,0.083867
11.2,34.103,2581.2,3.5011,0.084008
11.3,34.454,2603.2,3.4995,0.11036
11.4,34.804,2625.3,3.498,0.11049
11.5,35.153,2647.5,3.4967,0.11063
11.6,35.503,2666.7,3.4884,0.096211
11.7,35.852,2686,3.4805,0.096346
11.8,36.2,2705.3,3.4729,0.096481
11.9,36.547,2726.7,3.4846,0.10734
12,36.896,2748.2,3.496,0.10748
12.1,37.245,2769.8,3.5071,0.10762
12.2,37.596,2794.4,3.5249,0.12314
12.3,37.948,2819,3.5421,0.12328
12.4,38.303,2843.7,3.5588,0.12343
12.5,38.659,2870.7,3.5746,0.135
12.6,39.016,2897.8,3.5899,0.13515
12.7,39.375,2927.8,3.5814,0.15038
12.8,39.733,2957.9,3.5733,0.15052
12.9,40.09,2988.1,3.5657,0.15066
13,40.447,3012.4,3.6046,0.12186
13.1,40.807,3036.9,3.6423,0.12201
13.2,41.172,3061.3,3.6787,0.12217
13.3,41.54,3091.9,3.6853,0.1529
13.4,41.908,3122.5,3.6917,0.15305
13.5,42.277,3153.1,3.698,0.1532
13.6,42.647,3182.9,3.6807,0.14891
13.7,43.015,3212.7,3.6641,0.14905
13.8,43.382,3236.6,3.6773,0.11943
13.9,43.749,3260.5,3.6902,0.11958
14,44.118,3284.5,3.7027,0.11973
14.1,44.489,3309.6,3.6393,0.12593
14.2,44.853,3334.9,3.5782,0.12606
14.3,45.21,3360.1,3.5195,0.12619
14.4,45.562,3380.1,3.5882,0.10022
14.5,45.921,3400.2,3.6548,0.10039
14.6,46.287,3420.3,3.7194,0.10055
14.7,46.659,3448.4,3.6476,0.14062
14.8,47.023,3476.6,3.5785,0.14075
14.9,47.381,3497.3,3.6388,0.10368
15,47.745,3518.1,3.6972,0.10385
15.1,48.115,3538.9,3.7539,0.10401
15.2,48.49,3571.1,3.7896,0.16085
15.3,48.869,3603.3,3.8241,0.16101
15.4,49.251,3635.5,3.8572,0.16117
15.5,49.637,3668.8,3.8645,0.16654
15.6,50.024,3702.2,3.8716,0.1667
15.7,50.411,3733.7,3.8623,0.15762
15.8,50.797,3765.2,3.8534,0.15777
15.9,51.182,3796.8,3.845,0.15793
16,51.567,3823.7,3.832,0.13424
16.1,51.95,3850.6,3.8196,0.13439
16.2,52.332,3877.5,3.8078,0.13454
16.3,52.713,3901.8,3.787,0.12187
16.4,53.092,3926.2,3.767,0.12202
16.5,53.468,3953,3.8203,0.13387
16.6,53.85,3979.8,3.8719,0.13403
16.7,54.237,4006.7,3.9217,0.13419
16.8,54.63,4040.4,3.8592,0.16891
16.9,55.016,4074.3,3.7993,0.16906
17,55.395,4094.9,3.7961,0.10314
17.1,55.775,4115.5,3.793,0.10329
17.2,56.154,4136.2,3.7902,0.10344
17.3,56.533,4161.4,3.8098,0.12572
17.4,56.914,4186.5,3.8289,0.12587
17.5,57.297,4211.7,3.8473,0.12603
17.6,57.682,4237.9,3.8709,0.13086
17.7,58.069,4264.1,3.8937,0.13102
17.8,58.458,4295,3.9087,0.1543
17.9,58.849,4325.9,3.9233,0.15446
18,59.242,4356.8,3.9374,0.15462
18.1,59.635,4387.3,3.9467,0.15275
18.2,60.03,4417.9,3.9558,0.15291
18.3,60.426,4450.6,3.9612,0.16334
18.4,60.822,4483.3,3.9665,0.1635
18.5,61.218,4516,3.9716,0.16366
18.6,61.616,4550.1,3.9844,0.17051
18.7,62.014,4584.3,3.9967,0.17067
18.8,62.414,4619.2,3.928,0.17468
18.9,62.806,4654.2,3.8622,0.17482
19,63.193,4689.2,3.7993,0.17497
19.1,63.573,4712.6,3.7939,0.1171
19.2,63.952,4736,3.7888,0.11725
19.3,64.331,4759.5,3.784,0.1174
19.4,64.709,4783.2,3.8095,0.11849
19.5,65.09,4806.9,3.8342,0.11865
19.6,65.474,4830.8,3.7968,0.11926
19.7,65.853,4854.7,3.7608,0.1194
19.8,66.229,4878.6,3.726,0.11954
19.9,66.602,4901.2,3.792,0.11314
20,66.981,4923.9,3.8559,0.1133
20.1,67.367,4946.6,3.9177,0.11347
20.2,67.759,4975.9,3.898,0.14682
20.3,68.148,5005.3,3.8792,0.14697
20.4,68.536,5036,3.9055,0.15328
20.5,68.927,5066.7,3.931,0.15344
20.6,69.32,5097.4,3.9556,0.1536
20.7,69.716,5129.8,3.9263,0.16184
20.8,70.108,5162.2,3.8982,0.162
20.9,70.498,5188,3.8837,0.1293
21,70.886,5213.9,3.8699,0.12946
21.1,71.273,5239.8,3.8566,0.12961
21.2,71.659,5267.6,3.863,0.13906
21.3,72.045,5295.5,3.8692,0.13921
21.4,72.432,5320.4,3.8266,0.12456
21.5,72.815,5345.3,3.7856,0.1247
21.6,73.193,5370.3,3.746,0.12485
21.7,73.568,5388.1,3.7757,0.088807
21.8,73.946,5405.9,3.8046,0.088964
21.9,74.326,5423.7,3.8328,0.089122
22,74.709,5455.2,3.8318,0.15761
22.1,75.093,5486.8,3.8309,0.15776
22.2,75.476,5515.7,3.8634,0.14478
22.3,75.862,5544.7,3.8948,0.14494
22.4,76.251,5573.7,3.9251,0.1451
22.5,76.644,5606.8,3.8952,0.16541
22.6,77.033,5639.9,3.8666,0.16556
22.7,77.42,5665.6,3.8853,0.12854
22.8,77.809,5691.4,3.9035,0.1287
22.9,78.199,5717.1,3.9211,0.12886
23,78.591,5747.7,3.895,0.15284
23.1,78.981,5778.3,3.8701,0.153
23.2,79.368,5808.9,3.8461,0.15315
23.3,79.752,5834.6,3.8409,0.12832
23.4,80.136,5860.3,3.836,0.12847
23.5,80.52,5886.2,3.8268,0.12967
23.6,80.903,5912.2,3.818,0.12982
23.7,81.284,5938.2,3.8097,0.12997
23.8,81.665,5963.1,3.8425,0.12452
23.9,82.05,5988,3.8742,0.12468
24,82.437,6020.7,3.8425,0.16342
24.1,82.821,6053.4,3.8122,0.16357
24.2,83.203,6086.2,3.7832,0.16372
24.3,83.581,6108.3,3.772,0.11063
24.4,83.958,6130.4,3.7612,0.11078
24.5,84.334,6152.6,3.7508,0.11093
24.6,84.709,6174.9,3.7483,0.11137
24.7,85.084,6197.2,3.746,0.11152
24.8,85.459,6223.1,3.744,0.12971
24.9,85.833,6249.1,3.7421,0.12986
25,86.207,6275.1,3.7404,0.13001
25.1,86.581,6301.5,3.8118,0.13178
