%  columns=["iteration, evaluation, sigma, void, void, stds==sigma*sqrt(diag(C))" (startseed=208486, 2016/06/18 20:18:6.86)
1 15 1.878329e-01 0 0 1.874726e-01 1.876700e-01 1.876867e-01 1.875689e-01 1.875401e-01 1.873206e-01 1.874405e-01 1.879300e-01 1.881738e-01 1.876239e-01 1.875941e-01 1.873190e-01 1.877551e-01 1.873713e-01 1.878204e-01 1.877950e-01 1.878502e-01 1.878612e-01 1.877072e-01 1.876165e-01 1.874117e-01 1.874639e-01 1.876889e-01 1.886540e-01 1.874572e-01 1.873607e-01 1.876405e-01 1.875940e-01 1.874008e-01 1.874448e-01 1.876176e-01 1.876294e-01 
2 29 1.808131e-01 0 0 1.800739e-01 1.803922e-01 1.804507e-01 1.804779e-01 1.801232e-01 1.800538e-01 1.808037e-01 1.804574e-01 1.806767e-01 1.806714e-01 1.805822e-01 1.802241e-01 1.806407e-01 1.802131e-01 1.804611e-01 1.805839e-01 1.808732e-01 1.804315e-01 1.804246e-01 1.806140e-01 1.804470e-01 1.806808e-01 1.803507e-01 1.817301e-01 1.800453e-01 1.803212e-01 1.803885e-01 1.804674e-01 1.805777e-01 1.803772e-01 1.808394e-01 1.804984e-01 
3 43 1.761421e-01 0 0 1.758661e-01 1.753498e-01 1.755105e-01 1.760458e-01 1.755236e-01 1.749767e-01 1.758757e-01 1.756772e-01 1.757117e-01 1.758619e-01 1.757527e-01 1.754630e-01 1.760245e-01 1.755391e-01 1.756420e-01 1.763981e-01 1.760620e-01 1.754688e-01 1.753300e-01 1.758697e-01 1.762286e-01 1.759588e-01 1.752295e-01 1.769455e-01 1.755123e-01 1.757685e-01 1.753657e-01 1.755524e-01 1.757428e-01 1.753566e-01 1.762151e-01 1.759506e-01 
4 57 1.802276e-01 0 0 1.797003e-01 1.801542e-01 1.792423e-01 1.803498e-01 1.805165e-01 1.788936e-01 1.795287e-01 1.795766e-01 1.794821e-01 1.802544e-01 1.798587e-01 1.792417e-01 1.801283e-01 1.796633e-01 1.795536e-01 1.805434e-01 1.798906e-01 1.796142e-01 1.794296e-01 1.799665e-01 1.803836e-01 1.805791e-01 1.793869e-01 1.812526e-01 1.794824e-01 1.794893e-01 1.791751e-01 1.791635e-01 1.798993e-01 1.799337e-01 1.805073e-01 1.811653e-01 
5 71 1.869363e-01 0 0 1.862914e-01 1.866653e-01 1.854812e-01 1.877311e-01 1.872307e-01 1.860964e-01 1.859364e-01 1.867256e-01 1.863031e-01 1.870196e-01 1.862208e-01 1.855018e-01 1.877127e-01 1.864054e-01 1.860130e-01 1.879058e-01 1.863365e-01 1.863520e-01 1.858375e-01 1.870354e-01 1.869788e-01 1.879963e-01 1.856396e-01 1.879424e-01 1.866496e-01 1.866835e-01 1.859780e-01 1.861925e-01 1.864841e-01 1.865469e-01 1.872340e-01 1.888734e-01 
6 85 1.891640e-01 0 0 1.881025e-01 1.898193e-01 1.874704e-01 1.904147e-01 1.897454e-01 1.881316e-01 1.877912e-01 1.893523e-01 1.882514e-01 1.892272e-01 1.884162e-01 1.877380e-01 1.899286e-01 1.883926e-01 1.878388e-01 1.897493e-01 1.880776e-01 1.885651e-01 1.885256e-01 1.894018e-01 1.888413e-01 1.904635e-01 1.880442e-01 1.901051e-01 1.886092e-01 1.893890e-01 1.878010e-01 1.880925e-01 1.882444e-01 1.888863e-01 1.892387e-01 1.921583e-01 
7 99 1.903520e-01 0 0 1.891430e-01 1.917560e-01 1.881804e-01 1.921663e-01 1.911461e-01 1.888320e-01 1.887384e-01 1.904841e-01 1.890265e-01 1.901491e-01 1.898104e-01 1.888244e-01 1.911591e-01 1.899093e-01 1.893077e-01 1.905158e-01 1.889013e-01 1.895167e-01 1.894313e-01 1.904168e-01 1.895057e-01 1.919556e-01 1.893824e-01 1.910458e-01 1.896817e-01 1.903596e-01 1.886695e-01 1.888106e-01 1.891019e-01 1.904334e-01 1.907497e-01 1.940874e-01 
8 113 1.956877e-01 0 0 1.943131e-01 1.970370e-01 1.931617e-01 1.992733e-01 1.975536e-01 1.939127e-01 1.940117e-01 1.954788e-01 1.952397e-01 1.951124e-01 1.948241e-01 1.940992e-01 1.962297e-01 1.950603e-01 1.946887e-01 1.957412e-01 1.943178e-01 1.946401e-01 1.952569e-01 1.957604e-01 1.955021e-01 1.972985e-01 1.945440e-01 1.963621e-01 1.950279e-01 1.955916e-01 1.943018e-01 1.956813e-01 1.940224e-01 1.960009e-01 1.971855e-01 2.002171e-01 
9 127 1.983706e-01 0 0 1.977240e-01 2.000273e-01 1.962611e-01 2.024825e-01 2.002654e-01 1.965985e-01 1.966531e-01 1.983676e-01 1.978616e-01 1.976597e-01 1.973245e-01 1.967518e-01 1.985779e-01 1.977855e-01 1.972532e-01 1.981128e-01 1.967428e-01 1.981337e-01 1.979201e-01 1.982712e-01 1.978263e-01 1.999358e-01 1.972741e-01 1.991654e-01 1.975778e-01 1.981054e-01 1.971243e-01 1.984818e-01 1.965634e-01 1.986527e-01 1.998810e-01 2.032398e-01 
10 141 2.027367e-01 0 0 2.025451e-01 2.046697e-01 2.007384e-01 2.068051e-01 2.052745e-01 2.009195e-01 2.007690e-01 2.027412e-01 2.022288e-01 2.018028e-01 2.013659e-01 2.008825e-01 2.028987e-01 2.017965e-01 2.012502e-01 2.023192e-01 2.011484e-01 2.027464e-01 2.021592e-01 2.024035e-01 2.022916e-01 2.039351e-01 2.018118e-01 2.034174e-01 2.017264e-01 2.020907e-01 2.018599e-01 2.025731e-01 2.007869e-01 2.032384e-01 2.050177e-01 2.079439e-01 
