0; 3.326000e+01 
23; 3.326500e+01 
46; 3.331500e+01 
69; 3.336500e+01 
92; 3.341500e+01 
115; 3.359000e+01 
138; 3.376000e+01 
161; 3.393500e+01 
184; 3.397000e+01 
207; 3.421000e+01 
230; 3.421000e+01 
253; 3.441000e+01 
276; 3.454000e+01 
299; 3.461500e+01 
322; 3.468000e+01 
345; 3.475000e+01 
368; 3.482000e+01 
391; 3.489000e+01 
414; 3.496000e+01 
437; 3.503000e+01 
460; 3.510000e+01 
483; 3.517000e+01 
506; 3.524000e+01 
529; 3.531000e+01 
552; 3.506000e+01 
575; 3.489000e+01 
598; 3.472000e+01 
621; 3.455000e+01 
644; 3.438000e+01 
667; 3.421000e+01 
690; 3.421000e+01 
713; 3.416000e+01 
736; 3.416000e+01 
759; 3.411000e+01 
782; 3.409500e+01 
805; 3.401500e+01 
828; 3.398000e+01 
851; 3.389500e+01 
874; 3.381500e+01 
897; 3.373000e+01 
920; 3.356500e+01 
943; 3.321500e+01 
966; 3.321500e+01 
989; 3.320000e+01 
1012; 3.316000e+01 
1035; 3.311500e+01 
1058; 3.311500e+01 
1081; 3.308500e+01 
1104; 3.302500e+01 
1127; 3.297000e+01 
1150; 3.291500e+01 
1173; 3.291000e+01 
1196; 3.287000e+01 
1219; 3.287000e+01 
1242; 3.285500e+01 
1265; 3.282000e+01 
1288; 3.282000e+01 
1311; 3.281000e+01 
1334; 3.277000e+01 
1357; 3.277000e+01 
1380; 3.274500e+01 
1403; 3.272000e+01 
1426; 3.268000e+01 
1449; 3.262000e+01 
1472; 3.262000e+01 
1495; 3.257500e+01 
1518; 3.253500e+01 
1541; 3.249000e+01 
1564; 3.247500e+01 
1587; 3.244000e+01 
1610; 3.240500e+01 
1633; 3.237000e+01 
1656; 3.241500e+01 
1679; 3.249000e+01 
1702; 3.267000e+01 
1725; 3.267000e+01 
1748; 3.267000e+01 
1771; 3.270000e+01 
1794; 3.301500e+01 
1817; 3.306500e+01 
1840; 3.288000e+01 
1863; 3.287000e+01 
1886; 3.290000e+01 
1909; 3.291500e+01 
1932; 3.291500e+01 
1955; 3.291500e+01 
1978; 3.287000e+01 
2000; 3.217000e+01 
2023; 3.217000e+01 
2046; 3.217000e+01 
