0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45439,0,0,-2,0,0.68094,0,-2
0,0,0,0,0,0,0,0,0,0,0,0,1.0304,0,0,0,-0.69552,0,0,0,0,0,0,0,0.017661,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.051293,0,0,0,0,0,0,0,0,0,0,0,0,-1.5254
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4915,-0.19132,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0.48814
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013638,0,0,0,0,0,0,0,0.41115,0,0.48249,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8864,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0209,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013972,0,0,0,1.4859,0,0,0.15919,0,-1.4955,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.3012,0,0.76444,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8195,0,-0.082395,0,0.86364,0,0,-0.94907,0.87534,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.70866
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6903,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025108,0,0,0,0,0,0,-0.67934,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5368,0,0,0,0.41898,0,0.14824,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.54941,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.3684,0,0,0,0,-0.073901,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.90086,0,1.0594,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.80032,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7359,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29524,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.66064
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
