15737,16058,25538,46300,48866,48866,55005,69897,43552,43552,43552,84092,84172,87022,87022,89302,90124,90124,94767,94767,94902,94902,94902,94902,98869,99371,99371,99273,99273,NaN,NaN,NaN,NaN,NaN,NaN,99938,99938,99938,99938,NaN,NaN,NaN,79049,79049,1.0092e+05,1.0092e+05,1.0092e+05,1.0092e+05,1.0092e+05,1.0092e+05,1.0092e+05,NaN,NaN,NaN,79113,79113,79113,1.0119e+05,1.0119e+05,1.0119e+05,1.0119e+05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0114e+05,1.0114e+05,1.0114e+05,1.0114e+05,1.0114e+05,1.0114e+05,1.0114e+05,1.0114e+05,1.0114e+05,1.0114e+05,1.0114e+05,1.0114e+05,1.0114e+05,1.0114e+05,1.0114e+05,1.0138e+05,1.0114e+05,1.0114e+05,1.0114e+05,79543,79543,79543,79543,79617,79617,79617,79617,79617,79617,79617,79617,79617,79617,79617,79617,79617,79617,79617,79617,79617,79617,79617,79617,79617,79617,79617,79617,79617,79617,1.0151e+05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7007.4,12588,21443,45442,47631,47631,52094,58624,68215,68215,68215,77664,77682,80272,80272,82308,83090,83090,87200,87200,87594,87594,87594,87594,91344,91412,91412,91600,91600,93969,93969,93969,93969,93969,93969,92282,92282,92282,92282,92787,92787,92787,92809,92809,93019,93019,93019,93019,93019,93019,93019,93041,93041,93041,93075,93075,93075,93107,93107,93107,93107,93322,93322,93322,93322,93322,93322,93322,93322,93322,93322,93322,93322,93322,93322,93322,93395,93395,93395,93395,93395,93395,93395,93395,93395,93395,93395,93395,93395,93395,93395,93396,93395,93395,93395,93478,93478,93478,93478,93489,93489,93489,93489,93489,93489,93489,93489,93489,93489,93489,93489,93489,93489,93489,93489,93489,93489,93489,93489,93489,93489,93489,93489,93489,93489,93417,93549,93549,93549,93549,93549,93549,93583,93583,93583,93583,93583,93583,93583,93583,93583,93583,93583,93583,93583,93583,93583,93583,93583,93596
