0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1.9307,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.10368,-0.70286,-1.5623,-0.89629
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4364,0.74774
0,0,0,0,0,0,0,0,0,0,0,0.9789,0,-0.58091,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.088968,0,-2,-0.80221
0,0,0,0,0,0,0,0,0,0,0,0,0.27365,-1.2594,1.0609,0.8117
0,0,0,0,0,0,0,0,0,0,0,0,0,-1.931,0,-1.9718
0,0,0,0,0,0,0,0,0,0,0,0,-0.31095,-1.1691,0.64208,-0.28376
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.44366
0,0,0,0,0,0,0,0,0,0,0,0,0.75369,2,0,1.502
0,0,0,0,0,0,0,0,0,0,0,0,0,-0.049438,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.13276,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4006,0.60153
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6372
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
