0,0,0,0,0,0,0,0,0,0,0,0,0,0.33762,0,-0.4914,0,0,0,-2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19183,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.020787
0,0,0,0,0,0,0,0,0,0,0,-1.0037,0,0,0,-0.21327,0,0.99598,0,-0.73269
0,0,0,0,0,0,0,0,0,0,0,0,0.7722,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1.4802
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.13166
0,0,0,0,0,0,0,0,0,0,0,0,0,0.44022,0,-1.6022,0,0,0,-1.1838
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8927,-0.25452,-1.0514
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82078,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.498,-0.28238,0,0,-2,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1.1883,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089856,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59855
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
