2.2204e-16,49342,49500,57136,57407,57407,63543,76931,77331,88264,88423,88423,88810,88122,88122,88122
2645.5,55064,55188,63538,64143,64143,71250,75761,76165,83483,85527,85527,85828,87278,87278,87278
