21760,21760,31132,31666,33904,33904,37421,37594,42892,35483,58740,58740,58740,73245,72333,70661,70661
19671,19671,21074,23541,27369,27369,29960,30025,34240,38968,63590,63590,63590,76181,77276,78126,78126
