%  columns="iteration, evaluation, sigma, max axis length, min axis length, all principal axes lengths (sorted square roots of eigenvalues of C)" (startseed=210803, 2016/06/19 16:44:7.04)
1 14 1.885144e-01 1.036404e+00 9.963648e-01 9.963648e-01 9.963648e-01 9.963648e-01 9.963648e-01 9.963648e-01 9.963648e-01 9.963648e-01 9.963648e-01 9.963648e-01 9.963648e-01 9.963648e-01 9.963648e-01 9.963648e-01 9.963648e-01 9.963648e-01 9.963648e-01 9.963648e-01 9.963648e-01 9.963648e-01 9.963648e-01 9.963648e-01 9.963648e-01 9.973702e-01 1.000248e+00 1.001417e+00 1.005613e+00 1.013020e+00 1.036404e+00 
2 27 1.820385e-01 1.047736e+00 9.927428e-01 9.927428e-01 9.927428e-01 9.927428e-01 9.927428e-01 9.927428e-01 9.927428e-01 9.927428e-01 9.927428e-01 9.927428e-01 9.927428e-01 9.927428e-01 9.927428e-01 9.927428e-01 9.927428e-01 9.927428e-01 9.927428e-01 9.933875e-01 9.936858e-01 9.950566e-01 9.959767e-01 9.964240e-01 9.995314e-01 1.000406e+00 1.003571e+00 1.005655e+00 1.011864e+00 1.021062e+00 1.047736e+00 
3 40 1.814416e-01 1.070224e+00 9.891339e-01 9.891339e-01 9.891339e-01 9.891339e-01 9.891339e-01 9.891339e-01 9.891339e-01 9.891339e-01 9.891339e-01 9.891339e-01 9.891339e-01 9.895085e-01 9.897411e-01 9.901578e-01 9.904443e-01 9.911912e-01 9.915533e-01 9.922086e-01 9.931327e-01 9.947231e-01 9.971175e-01 9.973616e-01 9.987868e-01 1.000159e+00 1.004817e+00 1.011558e+00 1.020434e+00 1.027939e+00 1.070224e+00 
4 53 1.879106e-01 1.104761e+00 9.855382e-01 9.855382e-01 9.855382e-01 9.855382e-01 9.855382e-01 9.856882e-01 9.858065e-01 9.858602e-01 9.861462e-01 9.863431e-01 9.866929e-01 9.868314e-01 9.871044e-01 9.881002e-01 9.883864e-01 9.886233e-01 9.896520e-01 9.902636e-01 9.921517e-01 9.934456e-01 9.955536e-01 9.982187e-01 9.995513e-01 1.002807e+00 1.006731e+00 1.012028e+00 1.021376e+00 1.038321e+00 1.104761e+00 
5 66 1.989472e-01 1.142468e+00 9.822881e-01 9.822881e-01 9.824075e-01 9.824413e-01 9.825420e-01 9.826312e-01 9.829431e-01 9.832587e-01 9.836460e-01 9.837582e-01 9.843456e-01 9.846260e-01 9.853458e-01 9.855417e-01 9.864460e-01 9.885861e-01 9.893420e-01 9.903579e-01 9.911995e-01 9.940297e-01 9.957958e-01 9.979678e-01 1.002286e+00 1.004798e+00 1.006142e+00 1.018065e+00 1.023571e+00 1.039423e+00 1.142468e+00 
6 79 2.141049e-01 1.161791e+00 9.790769e-01 9.790769e-01 9.792527e-01 9.794425e-01 9.796806e-01 9.800451e-01 9.802490e-01 9.808998e-01 9.810315e-01 9.817486e-01 9.825265e-01 9.826487e-01 9.842463e-01 9.855151e-01 9.857498e-01 9.865999e-01 9.887947e-01 9.901011e-01 9.922782e-01 9.956898e-01 9.982160e-01 1.001251e+00 1.002509e+00 1.003835e+00 1.017975e+00 1.022493e+00 1.034786e+00 1.043056e+00 1.161791e+00 
7 92 2.277236e-01 1.176484e+00 9.762169e-01 9.762169e-01 9.763836e-01 9.764412e-01 9.767821e-01 9.773068e-01 9.775828e-01 9.782906e-01 9.789713e-01 9.795813e-01 9.804809e-01 9.819639e-01 9.823012e-01 9.832882e-01 9.857325e-01 9.868613e-01 9.885597e-01 9.905914e-01 9.920006e-01 9.946077e-01 9.985823e-01 1.000406e+00 1.003483e+00 1.010889e+00 1.016056e+00 1.023322e+00 1.035421e+00 1.043290e+00 1.176484e+00 
8 105 2.435393e-01 1.184445e+00 9.732173e-01 9.732173e-01 9.733114e-01 9.738985e-01 9.744639e-01 9.748430e-01 9.756740e-01 9.759390e-01 9.770635e-01 9.780463e-01 9.784900e-01 9.793206e-01 9.804455e-01 9.830276e-01 9.839437e-01 9.848071e-01 9.879888e-01 9.892652e-01 9.914497e-01 9.941458e-01 9.960073e-01 9.991371e-01 1.006422e+00 1.010111e+00 1.018583e+00 1.026584e+00 1.035525e+00 1.044873e+00 1.184445e+00 
9 118 2.546614e-01 1.187664e+00 9.701561e-01 9.701561e-01 9.706597e-01 9.713551e-01 9.719838e-01 9.725726e-01 9.738726e-01 9.747593e-01 9.750528e-01 9.754733e-01 9.772704e-01 9.786087e-01 9.799987e-01 9.809664e-01 9.826440e-01 9.854952e-01 9.872888e-01 9.916881e-01 9.919714e-01 9.947355e-01 9.968283e-01 1.004010e+00 1.005647e+00 1.011242e+00 1.020094e+00 1.024358e+00 1.037197e+00 1.044803e+00 1.187664e+00 
10 131 2.642516e-01 1.188023e+00 9.670751e-01 9.670751e-01 9.676858e-01 9.687129e-01 9.690822e-01 9.694779e-01 9.717016e-01 9.722561e-01 9.730566e-01 9.752671e-01 9.756124e-01 9.766246e-01 9.790004e-01 9.806904e-01 9.814636e-01 9.834781e-01 9.856485e-01 9.905625e-01 9.916900e-01 9.927176e-01 1.000177e+00 1.001753e+00 1.007080e+00 1.009856e+00 1.020364e+00 1.023706e+00 1.036836e+00 1.052573e+00 1.188023e+00 
