0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3212,-1.247,0,0,0,0,0,0,0,0,0,0,0,0,-1.7484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74141,0,0,0,0,0,0,0,0,0,0,0.46211,0,0,0,0,0,-0.54918,0,0,0,0,0,0,0,0,0,-1.9559,0,0,-0.48811,0,0,0,0,0,0,0,0,0,0.55749,0,-0.58023,0,-0.86239
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8021,0.28474,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1466,0,0,0,0,-0.14441,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.6359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5671,0,0,0,0,0,0,0,0,0,0,1.8092,0,1.3292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.48129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7324,0,0,0,0,0,0,0,0,0,0,0,0,-0.80206,-0.39734,0,0,0,0,0,0,-0.13943,0,0,0,0,0,0,0.27584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.079753,0,0,0,0,0,0,-1.0487,0,0,0,0,0,0,0,0,0,0,0,0,-0.19289,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.21524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.45746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.092781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.99516,0,0,0,0,0,-0.57008,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82233,0,0,0,0,0,0,-1.0514,0,0,0,0,0,0,0,0,0.74439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.16388,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60628,1.0994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.64491,0,0,0,0,0,0,0,0,0,0,0,-1.1414,0,0,0,0,0,0,2,0,0,0,0,0,-1.0834,0,0,0,0,0,0.9008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.93812,0,0,0,0,0,0,0,0,0,0,0,0,0.52559,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39884,0,0,0,0,0,0,0,0.93899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.2247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.27097,0,0,0,0,0,0,-0.50005,0,0,0,1.3569,-0.001181,0,0,0,0,0,0,0,0,-1.2529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.652,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2402,0.64551,1.4105,0,0,0,-0.84801,0,0,0,0,0,0,0,0,0,0,0,-1.0379,0,0,0,0,0,0,0.05369,0,0,0.27265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74057,0,0,0,0,0,0,0,0,0,0,-1.4172,-1.9502,0,0,0.2801,0,0,0,0,-0.044429,0,0,0,-1.4537,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5083,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.24873,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.6843,0,2,0,-0.29696
