%  columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst fitness function value, further objective values of best" (startseed=208486, 2016/06/18 20:18:6.86)
54 757 4.038263e-01 1.903766e+00  4.404096280392908600e-02  5.001826415337236300e-02  7.252583852990826500e-02  2.633094391953196300e-01
55 771 4.019374e-01 1.906010e+00  4.404096280392908600e-02  4.529818047537839000e-02  5.544101907107966400e-02  3.856495345752818900e-01
56 785 4.006083e-01 1.908858e+00  4.404096280392908600e-02  5.328384240666551900e-02  9.409770215541085600e-02  5.024929199943318800e-01
57 799 3.969518e-01 1.905335e+00  4.394060217606036300e-02  4.394060217606036300e-02  8.710523628877495100e-02  2.033956667023046900e-01
58 813 3.933316e-01 1.908041e+00  3.962535415669583100e-02  3.962535415669583100e-02  9.508086224678305400e-02  3.202157670239638700e-01
59 827 3.899534e-01 1.917198e+00  3.962535415669583100e-02  4.376764531544666300e-02  8.564123047160085400e-02  2.035186128263272700e-01
60 841 3.840085e-01 1.924137e+00  3.962535415669583100e-02  4.427796626821935800e-02  6.141114353496274200e-02  2.718785029155237900e-01
61 855 3.743186e-01 1.924868e+00  3.962535415669583100e-02  4.380666093768478800e-02  6.610418610357254900e-02  3.926553160588522900e-01
62 869 3.630613e-01 1.928784e+00  3.962535415669583100e-02  4.485366733438336100e-02  1.008823948435039900e-01  6.815649166026943600e-01
63 883 3.587395e-01 1.937108e+00  3.962535415669583100e-02  4.335404456536638700e-02  5.899630779579330400e-02  2.327729224232442900e-01
64 897 3.556923e-01 1.947435e+00  3.962535415669583100e-02  4.384499014371288900e-02  7.002466859771125400e-02  6.355436724282000900e-01
65 911 3.546018e-01 1.959138e+00  3.962535415669583100e-02  4.596917338523008600e-02  1.043015863980698800e-01  2.859076494581046000e-01
66 925 3.544986e-01 1.978661e+00  3.962535415669583100e-02  4.954056064001134700e-02  8.799689691872644700e-02  3.075365066155810200e-01
67 939 3.604728e-01 1.986010e+00  3.962535415669583100e-02  4.281008423899251200e-02  8.976186926435597600e-02  2.267896882994137600e-01
68 953 3.664037e-01 1.989517e+00  3.200184430298685200e-02  3.200184430298685200e-02  7.980104344745901600e-02  7.662298420585846900e-01
69 967 3.663914e-01 1.988720e+00  3.200184430298685200e-02  5.491934081091753800e-02  1.487878709753222000e-01  3.573587984511658000e-01
70 981 3.588836e-01 1.990314e+00  3.200184430298685200e-02  4.467301907004840600e-02  8.417126629097171400e-02  2.258265608873285000e-01
71 995 3.533472e-01 1.991204e+00  3.200184430298685200e-02  4.646441426948828800e-02  9.225816934911726400e-02  4.775266871524987400e-01
72 1009 3.477739e-01 1.988152e+00  3.200184430298685200e-02  3.790290423346805200e-02  6.363407000990771400e-02  2.672411170326048900e-01
73 1023 3.475546e-01 2.002294e+00  3.200184430298685200e-02  4.397396474849381300e-02  6.750212434185504100e-02  2.755471535932799700e-01
74 1037 3.446925e-01 2.005368e+00  3.200184430298685200e-02  4.401754034916757800e-02  7.513838126698993400e-02  3.287376187850317200e-01
75 1051 3.386539e-01 2.006950e+00  3.200184430298685200e-02  4.406688475755223000e-02  7.025038915634976300e-02  2.124692133894581200e-01
76 1065 3.398306e-01 2.006889e+00  3.200184430298685200e-02  4.548454707333705200e-02  7.231147321791928100e-02  1.267135165094524500e-01
77 1079 3.450858e-01 2.014714e+00  2.893392778997848700e-02  2.893392778997848700e-02  4.789115329516492600e-02  2.355271247230297200e-01
78 1093 3.346116e-01 2.017806e+00  2.893392778997848700e-02  4.361658498767151400e-02  6.392574404817474900e-02  1.166554139128848300e+00
79 1107 3.280318e-01 2.020297e+00  2.893392778997848700e-02  5.141569652586889400e-02  9.807397264543063500e-02  1.194385595724604800e+00
80 1121 3.200898e-01 2.019503e+00  2.893392778997848700e-02  4.581009222477749900e-02  8.136970327593756600e-02  3.632951682056447300e-01
81 1135 3.129861e-01 2.020129e+00  2.893392778997848700e-02  4.292826338937264000e-02  8.074022176233887300e-02  1.798476635529200300e-01
82 1149 3.071411e-01 2.021541e+00  2.893392778997848700e-02  4.516787591749325100e-02  6.184839207622101100e-02  1.291810108251423800e-01
83 1163 2.962036e-01 2.022105e+00  2.893392778997848700e-02  4.046961278944451900e-02  5.432658155771609400e-02  1.092477034954025000e-01
84 1177 2.868111e-01 2.019597e+00  2.893392778997848700e-02  3.466463426887390900e-02  5.033568384117763400e-02  2.194648558084333300e-01
85 1191 2.809182e-01 2.022347e+00  2.893392778997848700e-02  2.943785148360627100e-02  4.990995228171387500e-02  1.724423404701927700e-01
86 1205 2.722048e-01 2.022739e+00  2.404124922993156400e-02  2.404124922993156400e-02  4.319075014626239100e-02  1.634968241573927200e-01
87 1219 2.672542e-01 2.017738e+00  1.573126797112418800e-02  1.573126797112418800e-02  5.424763800213315600e-02  5.937425643584184300e-01
88 1233 2.637013e-01 2.019555e+00  1.573126797112418800e-02  1.789514184263696700e-02  5.300674478608619100e-02  4.843203126303642400e-01
89 1247 2.606648e-01 2.019715e+00  1.573126797112418800e-02  2.321626740676168600e-02  6.111462531741140800e-02  4.064267589902880200e-01
90 1261 2.597048e-01 2.021252e+00  1.573126797112418800e-02  2.223980026715195700e-02  4.208058830828545500e-02  4.192349558619855600e-01
91 1275 2.561595e-01 2.023192e+00  6.464252986168131700e-03  6.464252986168131700e-03  1.565340730025414100e-01  8.629167247689043500e-01
92 1289 2.522416e-01 2.027647e+00  6.464252986168131700e-03  9.636997131263740800e-03  4.367368448705472700e-02  7.810405780856759500e-01
93 1303 2.468707e-01 2.031694e+00  6.464252986168131700e-03  1.820308918962467200e-02  7.561425203007138300e-02  5.482158202031135500e-01
94 1317 2.407811e-01 2.040087e+00  6.464252986168131700e-03  1.283810007246704600e-02  3.612804251779701300e-02  3.324663389491094900e-01
95 1331 2.382459e-01 2.044122e+00  6.294825805001914500e-03  6.294825805001914500e-03  4.170182692874316300e-02  7.817442307476539800e-01
96 1345 2.369251e-01 2.049704e+00  6.294825805001914500e-03  1.358134436871684900e-02  7.316386276832948000e-02  4.544850486896808700e-01
97 1359 2.312365e-01 2.054751e+00  6.294825805001914500e-03  1.827526815719663500e-02  2.866166373625140400e-02  4.361913277830864500e-01
98 1373 2.289028e-01 2.057981e+00  6.294825805001914500e-03  1.395439461214481100e-02  4.450350845237675800e-02  4.469921437309064500e-01
99 1387 2.244232e-01 2.060991e+00  6.294825805001914500e-03  2.124092243443492100e-02  4.276010407738076900e-02  4.810806674378814700e-01
100 1401 2.227298e-01 2.056688e+00  6.294825805001914500e-03  1.713838684828168000e-02  4.201692901329495700e-02  4.918339259819861100e-01
101 1415 2.162818e-01 2.056871e+00  6.294825805001914500e-03  1.175425311241769600e-02  3.946258814877176600e-02  2.073826589997094200e-01
102 1429 2.061191e-01 2.055686e+00  6.294825805001914500e-03  1.510875499475395100e-02  3.991152334101955000e-02  5.382643892575884600e-01
103 1443 1.980262e-01 2.055594e+00  6.294825805001914500e-03  1.190700285898300600e-02  2.942784787134009000e-02  4.654250687241903700e-01
104 1457 1.913382e-01 2.054505e+00  6.294825805001914500e-03  1.607258854163240800e-02  5.379040499102538700e-02  8.073784073666668800e-01
105 1471 1.830442e-01 2.055262e+00  6.294825805001914500e-03  1.108151453447818100e-02  2.677651666457271000e-02  2.440719098300650500e-01
106 1485 1.758354e-01 2.058594e+00  6.294825805001914500e-03  1.150357174104600800e-02  2.205187803018518500e-02  3.095245967795917700e-01
107 1499 1.712127e-01 2.058991e+00  6.294825805001914500e-03  1.180992662439812500e-02  1.906435388257098800e-02  4.882037908195963800e-02
108 1513 1.673586e-01 2.068593e+00  5.720688348396709700e-03  5.720688348396709700e-03  2.534999434973526900e-02  5.021217361948859800e-01
109 1527 1.635441e-01 2.062666e+00  5.720688348396709700e-03  1.511093799236160600e-02  3.281370886800766300e-02  5.576046238354780400e-01
110 1541 1.620400e-01 2.069280e+00  5.720688348396709700e-03  1.052784577642691900e-02  1.918016287061893900e-02  3.313949083854765600e-02
111 1555 1.611527e-01 2.068595e+00  5.720688348396709700e-03  6.373650845730232200e-03  2.355672594238547200e-02  9.885192782461069100e-02
112 1569 1.617670e-01 2.066779e+00  4.548622185757819300e-03  4.548622185757819300e-03  1.887662468750676800e-02  4.680104068538325500e-01
113 1583 1.622758e-01 2.066159e+00  4.408998121357704200e-03  4.408998121357704200e-03  1.718133671052414800e-02  4.729328556938129000e-02
114 1597 1.646172e-01 2.068078e+00  1.496358712409317500e-03  1.496358712409317500e-03  1.188989543741970900e-02  3.310036885757083900e-01
115 1611 1.698548e-01 2.070970e+00  1.496358712409317500e-03  3.417760997083619400e-03  6.331641076794215800e-03  6.185864033323480700e-02
116 1625 1.705927e-01 2.070849e+00  1.496358712409317500e-03  4.315537147148900200e-03  1.471243715687798500e-02  1.199377355533818300e-01
117 1639 1.724808e-01 2.075056e+00  1.496358712409317500e-03  5.433288387373331900e-03  1.629021298090180300e-02  1.796705500230426400e-01
118 1653 1.731156e-01 2.072453e+00  1.496358712409317500e-03  1.522783450857819000e-03  2.261399014335193500e-02  2.054523591700517500e-01
119 1667 1.722228e-01 2.072144e+00  1.496358712409317500e-03  3.423078748217804500e-03  1.445480685242383700e-02  2.827900945298377200e-01
120 1681 1.701586e-01 2.071200e+00  1.496358712409317500e-03  3.713304015416871100e-03  2.482057509782819100e-02  4.179976902501548200e-01
121 1695 1.684463e-01 2.071417e+00  1.496358712409317500e-03  4.896701511591097400e-03  1.494515415039210400e-02  2.778379449346324900e-01
122 1709 1.663898e-01 2.071666e+00  1.496358712409317500e-03  5.215764250934907700e-03  1.298480564618997000e-02  4.084594907617886100e-02
123 1723 1.652964e-01 2.071886e+00  1.496358712409317500e-03  2.439280668153437400e-03  1.735040512113719000e-02  4.055667472013471700e-01
124 1737 1.629989e-01 2.072352e+00  1.496358712409317500e-03  5.759560350185122600e-03  1.721630188468734100e-02  2.857931911451736500e-01
125 1751 1.600188e-01 2.071137e+00  1.496358712409317500e-03  3.502407850822173000e-03  1.139312687768087900e-02  6.487243645328087700e-02
126 1765 1.563091e-01 2.076676e+00  1.496358712409317500e-03  3.397297500301146100e-03  1.309067145521486700e-02  1.217090034335701600e-01
127 1779 1.530361e-01 2.077883e+00  1.496358712409317500e-03  2.339612449669020800e-03  1.352867702933866800e-02  1.509703307771883800e-01
128 1793 1.524496e-01 2.082513e+00  1.496358712409317500e-03  3.011863762540369000e-03  1.150031916979937400e-02  6.530317280479469600e-02
129 1807 1.536673e-01 2.082362e+00  1.496358712409317500e-03  2.976536473225603800e-03  2.359573077605995500e-02  1.813255046282150100e-01
130 1821 1.556109e-01 2.078688e+00  1.496358712409317500e-03  2.066879237278718100e-03  2.075063375738419500e-02  3.504369504899819100e-01
131 1835 1.554486e-01 2.086094e+00  1.496358712409317500e-03  2.902405185190901100e-03  2.224929852261553500e-02  2.670205939997653000e-01
132 1849 1.552836e-01 2.086863e+00  1.496358712409317500e-03  1.982442794475174100e-03  2.588738349205674600e-02  8.990492406992466000e-02
133 1863 1.532448e-01 2.088785e+00  1.496358712409317500e-03  2.955074102587591000e-03  2.274456755925734900e-02  7.198575897652619300e-01
134 1877 1.535418e-01 2.093303e+00  1.496358712409317500e-03  3.567670576914453500e-03  1.628488240280082800e-02  3.706841894231043800e-01
135 1891 1.543131e-01 2.102989e+00  1.496358712409317500e-03  1.620594358963576000e-03  1.219356239554126400e-02  1.732397151985452500e-01
136 1905 1.540548e-01 2.108012e+00  1.081898976284502900e-03  1.081898976284502900e-03  8.864571510087822600e-03  1.170890038862440600e-01
137 1919 1.536282e-01 2.108315e+00  1.081898976284502900e-03  1.953814624174033100e-03  7.095597135213332200e-03  8.373265862516939000e-02
138 1933 1.509606e-01 2.110041e+00  9.323949112126390000e-04  9.323949112126390000e-04  6.370945121500413300e-03  6.587037744567602000e-01
