timestamp: 1468936508, velocity: 0.26
timestamp: 1468936509, velocity: 7.72
timestamp: 1468936510, velocity: 7.63
timestamp: 1468936511, velocity: 7.54
timestamp: 1468936511, velocity: 7.46
timestamp: 1468936512, velocity: 7.37
timestamp: 1468936512, velocity: 7.28
timestamp: 1468936514, velocity: 7.20
timestamp: 1468936514, velocity: 7.11
timestamp: 1468936515, velocity: 7.11
timestamp: 1468936515, velocity: 6.94
