0,0,0,1.5,0
0.1,0.15,87.545,2.0785,0.43772
0.2,0.35785,181.24,2.5052,0.46847
0.3,0.60838,276.65,2.8502,0.47703
0.4,0.8934,372.72,3.1428,0.48036
0.5,1.2077,469.11,3.3981,0.48198
0.6,1.5475,557.83,3.6891,0.44358
0.7,1.9164,646.69,3.9534,0.44429
0.8,2.3117,735.65,4.196,0.4448
0.9,2.7313,833.53,4.3497,0.48943
1,3.1663,931.49,4.4918,0.48978
1.1,3.6155,1029.4,4.5887,0.48939
1.2,4.0744,1127.3,4.6789,0.48974
1.3,4.5422,1218.4,4.8668,0.45562
1.4,5.0289,1309.6,5.0429,0.45599
1.5,5.5332,1406.4,5.1721,0.48392
1.6,6.0504,1503.3,5.2934,0.48429
1.7,6.5798,1602.5,5.3476,0.49614
1.8,7.1145,1701.8,5.3986,0.49652
1.9,7.6544,1794.9,5.5178,0.4653
2,8.2062,1888,5.6304,0.46569
2.1,8.7692,1988,5.6878,0.50004
2.2,9.338,2088.1,5.742,0.50045
2.3,9.9122,2184.8,5.7814,0.48356
2.4,10.49,2281.6,5.8187,0.48398
2.5,11.072,2373.9,5.9457,0.46137
2.6,11.667,2475.8,6.0239,0.50961
2.7,12.269,2577.8,6.0979,0.51004
2.8,12.879,2677.5,6.085,0.49828
2.9,13.487,2777.2,6.0731,0.49872
3,14.095,2873.2,6.1708,0.47969
3.1,14.712,2971.7,6.1499,0.49279
3.2,15.327,3070.4,6.1302,0.49323
3.3,15.94,3159.2,6.2538,0.44426
3.4,16.565,3248.2,6.3713,0.44471
3.5,17.202,3348.3,6.409,0.50051
3.6,17.843,3448.9,6.4563,0.50342
3.7,18.489,3549.7,6.5011,0.50388
3.8,19.139,3652.1,6.5134,0.51208
3.9,19.79,3753.3,6.5832,0.50566
4,20.449,3854.5,6.6496,0.50612
4.1,21.114,3960,6.6026,0.52751
4.2,21.774,4056.1,6.6603,0.4807
4.3,22.44,4152.4,6.7151,0.48118
4.4,23.111,4250.2,6.7127,0.4891
4.5,23.783,4346.1,6.7751,0.47957
4.6,24.46,4442.1,6.8345,0.48005
4.7,25.144,4540.6,6.8083,0.49233
4.8,25.824,4640.7,6.8605,0.50081
4.9,26.511,4741,6.9101,0.50131
5,27.202,4839.4,6.9072,0.49209
5.1,27.892,4935,6.9239,0.47809
5.2,28.585,5030.8,6.9399,0.47859
5.3,29.279,5130.5,6.9466,0.49871
5.4,29.973,5230.2,7.008,0.49838
5.5,30.674,5329.9,7.0664,0.49888
5.6,31.381,5434.1,7.0172,0.52059
5.7,32.082,5529.8,7.0263,0.47845
5.8,32.785,5627.5,7.0615,0.48879
5.9,33.491,5725.4,7.095,0.4893
6,34.201,5830.8,7.1058,0.52712
6.1,34.911,5936.9,7.0813,0.53045
6.2,35.619,6043.1,7.0582,0.53096
6.3,36.325,6141,7.112,0.48942
6.4,37.036,6248.1,7.0679,0.53547
6.5,37.743,6342.8,7.0675,0.47392
6.6,38.45,6437.7,7.0673,0.47443
6.7,39.157,6533.3,7.1301,0.47772
6.8,39.87,6636.6,7.1329,0.5164
6.9,40.583,6739.9,7.1358,0.51691
7,41.297,6842.2,7.1454,0.51138
7.1,42.011,6948.7,7.1075,0.53245
7.2,42.722,7047.6,7.103,0.4947
7.3,43.432,7146.7,7.099,0.49521
7.4,44.142,7245.4,7.1469,0.49352
7.5,44.857,7350.3,7.1257,0.5248
7.6,45.569,7455.4,7.1058,0.52532
7.7,46.28,7554.9,7.0973,0.49766
7.8,46.99,7654.8,7.0713,0.4992
7.9,47.697,7754.7,7.0467,0.49971
8,48.401,7848.8,7.1195,0.4704
8.1,49.113,7949.3,7.1322,0.50255
8.2,49.827,8058.6,7.1312,0.54623
8.3,50.54,8167.9,7.1304,0.54674
8.4,51.253,8271.1,7.1565,0.51616
8.5,51.968,8379.6,7.1481,0.54252
8.6,52.683,8488.3,7.1403,0.54304
8.7,53.397,8595.8,7.1085,0.53749
8.8,54.108,8694.7,7.1242,0.49461
8.9,54.821,8797.3,7.131,0.51313
9,55.534,8900,7.1376,0.51364
9.1,56.247,9002.6,7.1195,0.51269
9.2,56.959,9104,7.2098,0.50725
9.3,57.68,9205.6,7.2956,0.50777
