646.07,665.4,681.65,6722.1,6722.1,46716,47000,47000,58693,58687,70670,77074,77074,77074,77074,77074,77074,77074,77074,77074,77074,77074,77298,77315,77306,83934,83934
1993.3,2168,2731.3,6434.9,6434.9,50479,51120,51120,61405,61414,76970,84115,84115,84115,84115,84115,84115,84115,84115,84115,84115,84115,84134,84135,84167,85593,85593
