2.2204e-16,2.2204e-16,42267,42267,50840,50829,50829,50153,50153,50153,50153,50153,50153,58775,59250,59229,59229,59229,59842,59761,59761,71906,71906,71819,72030,72042,72042,72042,72781,72781,72908,73286,73286,73286,73286,73245,73245,73245,73245,73245,73065,73115,73284,73221,73221,73261,73261,73261,73261
883.76,1658.5,19223,19223,23085,23117,23117,60177,60177,60177,60177,60177,60177,60300,62296,62445,62445,62445,62978,63039,63039,75667,75667,75705,75769,75792,75792,75792,75906,75906,75949,76461,76461,76461,76461,76501,76501,76501,76501,76501,76507,76510,76522,76536,76536,76583,76583,76583,76583
