2.2204e-16,2.2204e-16,2.2204e-16,2.2204e-16,2.2204e-16,71655,71649,71592,71592,71592,71592,71592,71592,71296,71296,71296,71266,71103,71103,71103,71103,71103,71103,71103,71103,71103,71103,71258,54412,55106,55106,55106,55106,55106,55106,75922,75922,78521,78981,78981,81454,81454,81921,81921,79612,68660,NaN,NaN,NaN
2135.7,9918.9,9918.9,11969,11969,82488,82505,82947,82947,82947,82947,82947,82947,83535,83535,83535,83547,83620,83620,83620,83620,83620,83620,83620,83620,83620,83620,83666,83979,85149,85149,85149,85149,85149,85149,88372,88372,91331,91882,91882,95246,95246,96306,96306,92354,80070,86550,86550,86550
