2.2204e-16,55993,64278,64278,81175,81175,90989,90989,91622,91622,94283,96989,96989,96989,96989,96989,96989,96830,96830,96989,96989,96989,96989,96989,90709
2288.1,47344,54238,54238,66905,66905,74749,74749,77042,77042,79223,81374,81374,81374,81374,81374,81374,81426,81426,81374,81374,81374,81374,81374,81826
