0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,-0.044907,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4286
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.6839
0,0,0,0,0,0,0,0,0,0,0,0,0.42757,0,0,0,0.025274,-0.67499
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.2978
0,0,0,0,0,0,0,0,0,0,0,0,-2,1.4527,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.42736,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52235,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.82011,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.62412
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48833
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53828
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.071315
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
