0,0,0,0,0,0,0,0,0,0,0,0,0,-1.7832,0,0,1.1368
0,0,0,0,0,0,0,0,0,0,0,0,0,-0.021954,0,0,0
0,0,0,0,0,0,0,0,0,0,0,-1.5561,0,0,0,-0.55607,0.37024
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8119
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.703,0,-1.3312
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5094
0,0,0,0,0,0,0,0,0,0,0,1.7751,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,-0.70356,0,0,-0.19644,1.702
0,0,0,0,0,0,0,0,0,0,0,0,0,-1.6186,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35963,-0.89193
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6431,0.34438
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7477,0.78949,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.96331,1.6119
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25194
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13053
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
