13107,13128,13100,13100,17758,18531,15765,15765,15160,15160,19025,19025,19025,19025,41417,41371,41554,55317,55955,55955,66988,66988,66988,66988,76623
8336.2,8349.5,8329.6,8339.1,18671,19650,19820,19820,19956,19956,20077,20077,20077,20077,38376,41624,41703,52674,58140,58140,66020,66020,66020,66020,72945
