2.2204e-16,2.2204e-16,2.2204e-16,2.2204e-16,34545,29965,55518,55518,55656,63916,63916,63916,63916,64144,64144,64166,64025,66447,66447,71252,72340,72340,73137,82786,82786,82786,82786,82786,82799,82799,83138,NaN,NaN,91976,NaN,NaN,NaN,98522,98567,98651,98651,98651,98651,98916,98916,98837,99081,99081,99081
2760.3,2760.3,8447.2,10889,36585,39543,57549,57549,59117,59277,59277,59277,59277,61002,61002,61216,61638,63813,63813,68194,69463,69463,70044,79524,79524,79524,79524,79524,79620,79620,79746,88868,88868,88489,89829,89843,89843,94798,94805,94810,94810,94810,94810,94820,94820,94840,95519,95519,95519
