7853,7853,4109.1,5976.5,52368,52368,53043,62700,62700,63545,63545,85235,85573,89186,97375
3127.2,3127.2,4017,6031.4,57793,57793,57842,59437,59437,61240,61240,81998,82111,85054,93340
