5371.1,5927.4,5930.5,12182,20326,35006,54739,48046,54270,54270,54270,54270,54270,54270,54270,56141,57647,57647,74192,81148,81148,64285,64285,64948,72283,82318,77386,54192,68258,68258,72867,88583,88583,88551
3903.5,5959.1,5992.6,11906,19872,39487,51642,56393,58067,58067,58067,58067,58067,58067,58067,62967,64851,64851,65654,71557,71557,71900,71900,72265,73896,75529,79765,48643,64118,64118,64137,80707,80707,80716
