683.32,13483,27193,52095,52019,48879,63310,77483,77483,77483,77483,77846,77846,84302,84302,84302,84302,84302,86864,86864,86231,87306,87306,87060
312.99,2285.1,24380,36957,43845,44746,53921,63306,63306,63306,63306,69268,69268,72864,72864,72864,72864,72864,75677,75677,76911,79353,79353,79760
