2192, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
23254, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
43706, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
64043, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
84389, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
104677, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
124956, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
145256, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
165572, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
185867, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
206141, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
226441, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
246745, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
267023, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
287304, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
307597, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
327890, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
348168, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
368442, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
388729, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
409022, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
429301, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
449668, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
470001, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
490283, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
510561, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
530850, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
551113, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
571389, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
591665, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
611979, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
632243, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
652495, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
672752, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
693020, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
713292, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
733551, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
753895, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
774149, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
794442, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
814697, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
834947, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
