2189, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
26672, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
47095, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
67484, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
87836, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
108255, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
128540, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
148823, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
169236, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
189533, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
209818, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
230225, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
250560, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
270941, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
291287, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
311596, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
331878, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
352155, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
372454, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
392762, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
413043, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
433373, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
453857, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
474151, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
494432, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
514760, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
535157, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
555477, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
575853, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
596305, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
616605, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
636886, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
657223, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
677505, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
697781, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
718069, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
738363, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
758617, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
778891, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
799158, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
819469, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
839761, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
860025, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
880348, 0, 7, 0.000000, 0.00, 0.00, 0.00, 0.00, 0.00
