1469449991,False,4.0,3.8148,54.23,28.32,50.779783,7.181298,59.16160202026367
1469449991,False,4.0,3.8148,54.23,28.32,50.779783,7.181298,59.16160202026367
1469449991,False,4.0,3.8148,54.23,28.32,50.779778,7.181293,59.14022827148438
1469449991,False,4.0,3.8148,54.23,28.32,50.779778,7.181293,59.14022827148438
1469449990,False,4.0,3.8148,54.23,28.32,50.779778,7.181293,59.14022827148438
1469449990,False,4.0,3.8148,54.23,28.32,50.779778,7.181293,59.14022827148438
1469449990,False,4.0,4.7685,54.23,28.32,50.779772,7.181287,59.11471939086914
1469449990,False,4.0,4.7685,54.23,28.32,50.779772,7.181287,59.11471939086914
1469449990,False,4.0,4.7685,54.23,28.32,50.779772,7.181287,59.11471939086914
1469449989,False,4.0,4.7685,54.23,28.32,50.779772,7.181287,59.11471939086914
1469449989,False,4.0,4.7685,54.23,28.32,50.779772,7.181287,59.11471939086914
1469449989,False,4.0,5.8089,54.23,28.32,50.779772,7.181287,59.11471939086914
1469449989,True,4.0,5.8089,54.23,28.32,50.779763,7.181277,59.07472229003906
1469449989,False,4.0,5.8089,54.23,28.32,50.779763,7.181277,59.07472229003906
1469449988,False,4.0,5.8089,54.23,28.32,50.779763,7.181277,59.07472229003906
1469449988,False,4.0,5.8089,54.23,28.32,50.779763,7.181277,59.07472229003906
1469449988,False,5.0,5.8089,54.23,28.32,50.779763,7.181277,59.07472229003906
1469449988,False,5.0,5.8089,54.23,28.32,50.779757,7.181265,59.03754043579102
1469449988,False,5.0,5.8089,54.23,28.32,50.779757,7.181265,59.03754043579102
1469449987,False,5.0,5.8089,54.23,28.32,50.779757,7.181265,59.03754043579102
1469449987,False,5.0,5.8089,54.23,28.32,50.779747,7.181262,59.01008605957031
1469449987,False,5.0,6.6759,54.23,28.32,50.779747,7.181262,59.01008605957031
1469449987,False,5.0,6.6759,54.23,28.32,50.779747,7.181262,59.01008605957031
1469449987,False,5.0,6.6759,54.23,28.32,50.779747,7.181262,59.01008605957031
1469449986,False,5.0,6.6759,54.23,28.32,50.779747,7.181262,59.01008605957031
