5680.4,16660,18460,29676,45355,35747,47895,48171,56976,56976,56976,56976,57160,57160,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,84531,84531,84531,84531,84531,84531,84531,84531,84531,84531,84531
5092.9,16095,31018,45786,50507,56706,59817,79008,86140,86140,86140,86140,86204,86204,88248,88248,91640,91640,91640,95895,95895,95895,95895,95895,95895,96083,96161,96260,96260,96314,96314,96314,96314,96314,96314,96314,96314,96314,96314,96314
