12773,46236,76559,76559,NaN,NaN,NaN,NaN,NaN,82080,88349,65914,65914,88542,88542,92171,92171,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,96639,96639,96639,96639,96639,96639,96639,97410,97586
9173.8,43598,75770,75770,86003,87185,87185,87185,94496,82280,88792,89313,89313,91936,91936,95703,95703,96663,96663,96935,96935,96935,96935,96935,96978,97000,98957,99024,99056,99056,99313,99523,99523,99523,99523,99523,99523,99523,1.0028e+05,1.0058e+05
