12923,48821,48853,66346,78401,78459,63999,63999,NaN,NaN,NaN,NaN,NaN,NaN,68021,71222,71222,71222,71222,71222,71222,71222,71222,70716,70716,70716,71097,71097,65557,65557,65557,89307,89307,89307,89307,67438,67438,67438,67438,67438
6481.9,64343,64520,68045,80810,82884,89913,89913,90756,90756,96398,96398,96398,96713,85494,88792,88792,88792,88792,88792,88792,88792,88792,88857,88857,88857,89560,89560,91345,91345,91345,94150,94150,94150,94150,94451,94451,94451,94451,94451
