15372,31646,43082,46391,56828,46290,65286,78201,69088,83066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,86907,86907,86907,86665,86885,86885,86885,86885,86885,86885,86885,NaN,NaN,NaN,85954,85954,NaN
16555,46785,56817,62892,77007,85118,88926,92256,94481,97820,1.0092e+05,1.0119e+05,1.0119e+05,1.0119e+05,1.0147e+05,1.0158e+05,1.0174e+05,1.0176e+05,1.0194e+05,1.0194e+05,1.0222e+05,1.0236e+05,1.0236e+05,1.0243e+05,1.0243e+05,1.0243e+05,1.0248e+05,1.025e+05,1.025e+05,1.025e+05,1.025e+05,1.025e+05,1.025e+05,1.025e+05,1.0156e+05,1.0156e+05,1.0238e+05,1.0172e+05,1.0172e+05,1.0205e+05
