3209,23349,18662,56672,58195,58195,75885,75885,81791,81791,87288,79389,79942,97525,97525,97525,97880,NaN,1.0041e+05,1.0041e+05,1.0041e+05,1.0041e+05,1.0041e+05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0165e+05,NaN,NaN,NaN
4399.7,23671,34229,59889,73929,73929,79929,79929,81383,81383,82142,88289,88690,94785,94785,94785,95063,95166,97903,97903,97903,97903,97903,99382,99382,99382,99382,99514,99514,99514,99514,99514,99514,99514,99514,99514,99520,99937,98576,95204
