0,0,0,0,0,0,0,0,0,0,0,-0.77903,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013321
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6157
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24709
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0624
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0884
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0705
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.91092
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.3521
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97128
0,0,0,0,0,0,0,0,0,0,0,0,0,1.377,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.33246
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62563
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
