0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2896
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1236,0,-0.18747,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.5105,0,0,0.95653,0,0,0,0,0,0.5884
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11833,0,0,0,0,0,1.8317,-1.2157
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.9266,-1.3568,1.1242
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,1.4638,0,-2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3495,1.5404,0,0,0,0,0,0,-0.35663
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.7899
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.013248,0.33883,0,0,1.3784,0,0.58754
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28561,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55674,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50875,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20935,0,-0.28241,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4683,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52321,-0.14079,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5314,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4522,0.30803
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34105
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
