0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1848,0,0,0,0,0,0,0,0,0,1.5412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.69596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.64674,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.081032,0,0,0,0,1.1568,0,0,0,0,0,1.6138,0,0,0,-1.276,0.67618,-0.16727
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54827,0,0,0,-0.6018,0,-0.4695,0,0,0,-0.62297,0,-1.1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.53585,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60123,0,0,0,0,0,0,0,0,0,0,0,0,1.5628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52491,0,-0.17499,0,-0.16541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.606,0.2706,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08744,2,0.81974,0,0,0,0,0,-0.096568,0,0,0,0,0,0,0,0,-0.69889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3766,0.025453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.57489,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.40699,0,0,0,0,0,0,0,-0.070423,0,0,-1.0889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1638,0,0,0,0,0,0,0,0.31512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3161,0,0,0,0,0,0,0,0.49044,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0437,-1.1817,0,0,0,0,0,0.61923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.84703,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.16776,0,0,-1.4804,-2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85544,-0.33451,-0.41652,0,0,0,0,-1.6137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.9872,-1.8966,0,0,-0.84381,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.77003,0.4326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
