0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49049,0,0,0,0,0,0,0,0,-1.316,-1.9811,0,0,0,0,0,0,0,0,0,0,-0.17087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0317,-0.86452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4825,0,0,0,0,0,0,-0.64398,0,0,0,0,0,0,0,0,0.52858,0,0,0.74631,0,-0.1366,0,0,0,0,0,0,0,0,0,0,0,0.82155,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029277,2,0,0,0,-0.77907,-0.19287,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.81788,1.3447,0,0,0,0,1.9072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.2457,0,0,0,0,0,1.5952,0,0,0,0,0,0,0,0.028199,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.47869,0,0,0.12683,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39053,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0078796,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1941,0.22623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.80819,0.034966,0,0.28668,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93186,0,0,-0.46403
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.7305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8616,0,1.5245,0,0,0,0,0,-0.80784,0,-0.98348,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.3616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.061077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28147
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2244,-2,-1.0175,0,0,0,0.97675,0,0,0,0,0,0,0,0,0,-1.8263,0,0.46267,0,0,-0.3139,0,0,0,0,0,0,0,0.88835,0,0,0,0,0,0,0,0.65245,0,0,0,0,0,1.1964,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.18801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4814,0,-1.8399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.3839,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30574,-0.59771,0.14055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194,0,0,0,0.38253,0,0,-0.97311,0,-1.4451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.9537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1.1728,0,0,0,0,0,-0.66477,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71359,0,0,0,0,0,0,0,0,0,0,0,0.16371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64906,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.84894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.758,0,0,0
